Dep,Flight,Carrier,Destination,Departure,Status
Arr,Flight,Carrier,Origin,Arrival,Status
Arr,SA 2023$^,South African Airways,(JNB) Johannesburg,9:45 PM,Scheduled
Arr,AF 864,Air France,(CDG) Paris,9:50 PM,En Route
Arr,DL 8273$^,Delta Air Lines,(CDG) Paris,9:50 PM,En Route
Arr,KL 2150$^,KLM,(CDG) Paris,9:50 PM,En Route
Arr,MN 137,Comair,(JNB) Johannesburg,9:55 PM,Scheduled
Arr,EY 1263$^,Etihad Airways,(JNB) Johannesburg,9:55 PM,Scheduled
Arr,BA 6403,British Airways,(JNB) Johannesburg,10:00 PM,Scheduled
Arr,QR 6344$^,Qatar Airways,(JNB) Johannesburg,10:00 PM,Scheduled
Arr,FA* 103,Safair,(JNB) Johannesburg,10:30 PM,Scheduled
Arr,MN 473,Comair,(HLA) Lanseria,10:40 PM,Scheduled
Arr,AF 6652$^,Air France,(HLA) Lanseria,10:40 PM,Scheduled
Arr,FA* 319,Safair,(HLA) Lanseria,10:45 PM,Scheduled
Arr,SA 377,South African Airways,(JNB) Johannesburg,11:25 PM,Scheduled
